Title,Authors,Price,Stars,Number of Reviews,Country
"R für Data Science: Daten importieren, bereinigen, umformen, modellieren und visualisieren  ",['Hadley Wickham'],39.0,1,387,Germany
Data Mesh: Delivering Data-Driven Value at Scale  ,['Zhamak Dehghani'],53.0,2,76,Germany
The Data Book: Collection and Management of Research Data (Chapman & Hall/CRC Interdisciplinary Statistics)  ,[],55.0,4,369,Germany
"Python for Data Analysis: Data Wrangling with Pandas, NumPy, and Jupyter  ",['Wes McKinney'],64.0,1,296,Germany
Graph Data Science with Neo4j: Learn how to use Neo4j 5 with Graph Data Science library 2.0 and its Python driver for your project  ,['Estelle Scifo'],35.0,4,206,Germany
Data Modeling with Snowflake: A practical guide to accelerating Snowflake development using universal data modeling techniques  ,['Serge Gershkovich'],46.0,5,444,Germany
"Learning Data Science: Data Wrangling, Exploration, Visualization, and Modeling with Python  ","['Sam Lau', 'Joseph Gonzalez']",59.0,5,141,Germany
Python for Data Science: A Hands-On Introduction  ,['Yuli Vasiliev'],24.0,5,349,Germany
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS  ,['Gareth Eagar'],41.0,1,481,Germany
"Data Science Interview: Prep for SQL, Panda, Python, R Language, Machine Learning, DBMS and RDBMS – And More – The Full Data Scientist Interview Handbook  ",[],26.0,5,358,Germany
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics  ,"['Stefan Papp', 'Wolfgang Weidinger']",38.0,2,25,Germany
The Art of Data Science  ,[],20.0,4,452,Germany
Python for Data Science For Dummies (English Edition)  ,['Luca Massaron'],23.0,2,191,Germany
"Data Science in Chemistry: Artificial Intelligence, Big Data, Chemometrics and Quantum Computing with Jupyter (De Gruyter Textbook)  ",['Thorsten Gressling'],55.0,1,364,Germany
"Data Science and Analytics for SMEs: Consulting, Tools, Practical Use Cases  ",[],23.0,1,439,Germany
GGPlot2 Essentials: Great Data Visualization in R  ,[],21.0,3,130,Germany
Einführung in Data Science: Grundprinzipien der Datenanalyse mit Python (Animals)  ,['Joel Grus'],36.0,2,328,Germany
Numsense! Data Science for the Layman: No Math Added  ,"['Annalyn Ng', 'Kenneth Soo']",27.0,1,152,Germany
Dive Into Data Science: Use Python To Tackle Your Toughest Business Challenges  ,['Bradford Tuckfield'],32.0,2,20,Germany
"Doing Data Science: Straight Talk from the Frontline 1st by O'Neil, Cathy, Schutt, Rachel (2013) Paperback  ","[""Cathy O'Neil"", 'Rachel Schutt']",37.0,5,34,Germany
Confident Data Science: Discover the Essential Skills of Data Science (Confident Series Book 15) (English Edition)  ,['Adam Ross Nelson'],13.0,4,14,Germany
"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools  ",['David Mertz'],32.0,2,369,Germany
Streamlit for Data Science: Create interactive data apps in Python  ,['Tyler Richards'],37.0,2,170,Germany
Data Science for Supply Chain Forecasting  ,['Nicolas Vandeput'],49.0,2,276,Germany
"Expert Data Modeling with Power BI: Enrich and optimize your data models to get the best out of Power BI for reporting and business needs, 2nd Edition  ",['Soheil Bakhshi'],44.0,5,195,Germany
Data Management at Scale: Modern Data Architecture with Data Mesh and Data Fabric  ,['Piethein Strengholt'],61.0,1,387,Germany
The Data Detective: Ten Easy Rules to Make Sense of Statistics  ,['Tim Harford'],27.0,2,420,Germany
Azure Data and AI Architect Handbook: Adopt a structured approach to designing data and AI solutions at scale on Microsoft Azure  ,['Breght Van Baelen'],37.0,2,250,Germany
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition  ",['Stefanie Molin'],30.0,5,199,Germany
Python for Data Science For Dummies (English Edition)  ,['Luca Massaron'],23.0,2,88,Germany
"Data Science Projects with Python: A case study approach to gaining valuable insights from real data with machine learning, 2nd Edition  ",['Stephen Klosterman'],28.0,4,330,Germany
"The Data Science Workshop: Learn how you can build machine learning models and create your own real-world data science projects, 2nd Edition  ",[],36.0,5,104,Germany
Quantitative Social Science Data with R: An Introduction  ,[],46.0,4,328,Germany
Data Quality Fundamentals: A Practitioner's Guide to Building Trustworthy Data Pipelines  ,[],57.0,1,316,Germany
"Data Ingestion with Python Cookbook: A practical guide to ingesting, monitoring, and identifying errors in the data ingestion process  ",[],29.0,3,364,Germany
Data Smart: Using Data Science to Transform Information into Insight (English Edition)  ,['Jordan Goldmeier'],31.0,3,62,Germany
"Bad Data: How Governments, Politicians and the Rest of Us Get Misled by Numbers  ","['Georgina Sturge', 'Paperback']",24.0,2,287,Germany
Data Analysis for Social Science: A Friendly and Practical Introduction (English Edition)  ,['Elena Llaudet'],34.0,3,407,Germany
Python for Excel: A Modern Environment for Automation and Data Analysis  ,['Felix Zumstein'],55.0,3,59,Germany
Data Science Crash Course for Beginners with Python: Fundamentals and Practices with Python (Machine Learning & Data Science for Beginners) (English Edition)  ,['AI  Publishing'],8.0,4,500,Germany
Data Science for Beginners: An Introduction to the Fundamentals of Data Analysis and Machine Learning (English Edition)  ,[],0.0,3,355,Germany
"Snowflake: The Definitive Guide; Architecting, Designing, and Deploying on the Snowflake Data Cloud  ",[],58.0,5,50,Germany
Data Action: Using Data for Public Good  ,['Sarah Williams'],30.0,1,21,Germany
Kimball's Data Warehouse Toolkit Classics: 3 Volume Set  ,"['Ralph Kimball', 'Margy Ross']",132.0,2,250,Germany
"Python Data Analysis: Perform data collection, data processing, wrangling, visualization, and model building using Python, 3rd Edition  ","['Avinash Navlani', 'Armando Fandango']",28.0,2,349,Germany
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights  ,['Michael Walker'],37.0,2,131,Germany
Data Quality: Empowering Businesses with Analytics and AI  ,['Audio CD'],37.0,4,326,Germany
Data Storytelling with Google Looker Studio: A hands-on guide to using Looker Studio for building compelling and effective dashboards  ,['Sireesha Pulipati'],35.0,4,156,Germany
The Unified Star Schema: An Agile and Resilient Approach to Data Warehouse and Analytics Design  ,['Bill Inmon'],48.0,5,95,Germany
R in Action: Data Analysis and Graphics With R and Tidyverse  ,['Robert Kabacoff'],48.0,3,381,Germany
"Big Data, Little Data, No Data: Scholarship in the Networked World (Mit Press)  ",['Christine L. Borgman'],30.0,3,296,Germany
"Data Strategy: How to Profit from a World of Big Data, Analytics and Artificial Intelligence  ",['Bernard Marr'],24.0,4,316,Germany
"The Economics of Data, Analytics, and Digital Transformation: The theorems, laws, and empowerments to guide your organization's digital transformation  ",['Bill Schmarzo'],27.0,2,335,Germany
"Python for Absolute Beginners (AI, Data Science, Python & Statistics for Beginners)  ",['Oliver Theobald'],12.0,1,55,Germany
Cracking the Data Science Interview: 101+ Data Science Questions & Solutions  ,['Maverick Lin'],11.0,1,7,Germany
"Cloud Native Data Center Networking: Architecture, Protocols, and Tools  ",['Dinesh G. Dutt'],56.0,3,38,Germany
"Big Data Demystified: How to use big data, data science and AI to make better business decisions and gain competitive advantage  ",['David Stephenson'],21.0,2,305,Germany
"Practical Data Science with Jupyter: Explore Data Cleaning, Pre-processing, Data Wrangling, Feature Engineering and Machine Learning using Python and Jupyter (English Edition)  ",[],29.0,1,134,Germany
Book of Why: The New Science of Cause and Effect  ,"['Judea Pearl', 'Hardcover', 'MP3 CD']",15.0,4,319,Germany
Data Science Crash Course for Beginners with Python: Fundamentals and Practices with Python (Machine Learning & Data Science for Beginners) (English Edition)  ,['AI  Publishing'],8.0,4,25,Germany
"Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire  ","['Edición en Inglés', 'de ', '11.836', 'Otros formatos: ', ', ', ', ', ', ', ', ']",15.0,3,496,Spain
10 Machine Learning Blueprints You Should Know for Cybersecurity: Protect your systems and boost your defenses with cutting-edge AI techniques  ,"['Edición en Inglés', 'de ', '1', 'Otro formato: ']",37.0,5,346,Spain
"Data Science for Business: Predictive Modeling, Data Mining, Data Analytics, Data Warehousing, Data Visualization, Regression Analysis, Database Querying, and Machine Learning for Beginners  ","['Edición en Inglés', 'de ', '21', 'Otros formatos: ', ', ']",60.710431019325185,3,172,Spain
Malware Data Science: Attack Detection and Attribution  ,"['Edición en Inglés', 'de ', ' y ', 'Hillary Sanders', '98', 'PVPR: ', 'Sólo queda(n) 4 en stock (hay más unidades en camino).', 'Más opciones de compra', 'Otro formato: ']",40.0,2,60,Spain
Basketball Data Science: With Applications in R (Chapman & Hall/CRC Data Science Series)  ,"['Edición en Inglés', 'de ', ' y ', 'Marica Manisera', '23', 'Sólo queda(n) 2 en stock (hay más unidades en camino).', 'Más opciones de compra', 'Otros formatos: ', ', ']",58.0,5,307,Spain
"Modern Data Architectures with Python: A practical guide to building and deploying data pipelines, data warehouses, and data lakes with Python  ","['Edición en Inglés', 'de ', 'Otro formato: ']",37.0,2,455,Spain
PYTHON PANDAS AND PYTHON SCIKIT FOR BEGINNERS: A STEP-BY-STEP GUIDE TO DATA ANALYSIS AND VISUALIZATION AND DATA SCIENCE MASTERY - 2 BOOKS IN 1 (English Edition)  ,"['Edición en Inglés', 'de ', 'JP PARKER']",0.0,3,327,Spain
Data Management at Scale: Modern Data Architecture with Data Mesh and Data Fabric  ,"['Edición en Inglés', 'de ', '13', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",53.0,5,499,Spain
The Art of Data Science  ,"['Edición en Inglés', 'de ', 'Roger Peng', ' y ', 'Elizabeth Matsui', '53', 'Más opciones de compra']",20.0,2,347,Spain
The Kaggle Book: Data analysis and machine learning for competitive data science  ,"['Edición en Inglés', 'de ', ', ', ', et ál.', '117', 'Otro formato: ']",44.0,2,413,Spain
Game Data Science  ,"['Edición en Inglés', 'de ', ', ', 'Truong-Huy D. Nguyen', ', et ál.', '7', 'Sólo queda(n) 5 en stock (hay más unidades en camino).', 'Otros formatos: ', ', ']",52.0,5,234,Spain
The Age of Surveillance Capitalism. The Fight for a Human Future at the New Frontier of Power: The Fight for a Human Future at the New Frontier of Power: Barack Obama's Books of 2019  ,"['Edición en Inglés', 'de ', '1.005', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",16.0,3,52,Spain
"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools  ","['Edición en Inglés', 'de ', '18', 'Otro formato: ']",32.0,1,84,Spain
Data Science Strategy For Dummies  ,"['Edición en Inglés', 'de ', 'Jgare', '49', 'Más opciones de compra', 'Otro formato: ']",26.0,1,109,Spain
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)  ","['Edición en Inglés', 'de ', '21.226', 'Otro formato: ']",18.0,2,219,Spain
Python for Data Science For Dummies (English Edition)  ,"['Edición en Inglés', 'de ', 'John Paul Mueller', ' y ', 'PVP ed. digital: ', 'Otro formato: ']",21.0,4,53,Spain
Data for the People: How to Make Our Post-Privacy Economy Work for You  ,"['Edición en Inglés', 'de ', '27', 'Ofertas destacadas no disponibles', 'Otros formatos: ', ', ', ', ']",60.52451692622058,1,278,Spain
A Beginner’s Guide to Streamlit for Data Science: Book 1 : Foundations (English Edition)  ,"['Edición en Inglés', 'de ', '2', 'Otros formatos: ', ', ']",23.0,4,469,Spain
"A Common-Sense Guide to Data Structures and Algorithms, 2e: Level Up Your Core Programming Skills  ","['Edición en Inglés', 'de ', '672', 'Más opciones de compra', 'Otro formato: ']",35.0,4,154,Spain
"Parallel Computing for Data Science: With Examples in R, C++ and CUDA: 28 (Chapman & Hall/CRC The R Series)  ","['Edición en Inglés', 'de ', '6', 'Otros formatos: ', ', ']",44.0,3,184,Spain
Supernatural: John Winchester Hardcover Ruled Journal (Science Fiction Fantasy)  ,"['50', 'Más opciones de compra']",14.0,2,63,Spain
Data Science Programming All-In-One For Dummies  ,"['Edición en Inglés', 'de ', 'Mueller', '44', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",34.0,5,200,Spain
The Maudsley Prescribing Guidelines in Psychiatry (The Maudsley Prescribing Guidelines Series)  ,"['Edición en Inglés', 'de ', 'David M. Taylor', ', ', 'Thomas R. E. Barnes', ', et ál.', '301', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",70.0,3,197,Spain
Doing Data Science  ,"['Edición en Inglés', 'de ', ' y ', 'Cathy O?neil', '195', 'Más opciones de compra', 'Otro formato: ']",41.0,5,1,Spain
"Data Science for Marketing Analytics: A practical guide to forming a killer marketing strategy through data analysis with Python, 2nd Edition  ","['Edición en Inglés', 'de ', ', ', ', et ál.', '19', 'Otro formato: ']",28.0,1,288,Spain
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems (English Edition)  ","['Edición en Inglés', 'de ', '4.263', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",22.0,3,437,Spain
PRIVACY IS POWER: Why and How You Should Take Back Control of Your Data  ,"['Edición en Inglés', 'de ', 'Carissa Veliz', '334', 'Más opciones de compra', 'Otros formatos: ', ', ']",13.0,1,25,Spain
The Data Detective: Ten Easy Rules to Make Sense of Statistics  ,"['Edición en Inglés', 'de ', '695', 'Otro formato: ']",17.0,1,263,Spain
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data  ","['Edición en Inglés', 'de ', 'EMC Education Services', '198', 'PVPR: ', 'Sólo queda(n) 5 en stock (hay más unidades en camino).', 'Más opciones de compra', 'Otro formato: ']",56.0,1,77,Spain
Algoritmos iluminados (Cuarta parte): Algoritmos para problemas NP-complejos: 4  ,"['de ', 'Tim Roughgarden', ' y ', 'Más opciones de compra', 'Otro formato: ']",17.0,4,98,Spain
Data Smart: Using Data Science to Transform Information into Insight  ,"['Edición en Inglés', 'de ', '394', 'Más opciones de compra', 'Otro formato: ']",38.0,4,53,Spain
Star Trek: Voyager: Unworthy (English Edition)  ,"['Edición en Inglés', 'de ', '544', 'PVP ed. impresa: ', 'Otros formatos: ', ', ']",11.0,4,341,Spain
Data Science: 2 Books: Data Analytics For Beginners And Markov Models (English Edition)  ,"['Edición en Inglés', 'de ', '4', 'Otro formato: ']",0.0,1,310,Spain
"Data Science Without Makeup: A Guidebook for End-Users, Analysts, and Managers  ","['Edición en Inglés', 'de ', '5', 'Sólo queda(n) 1 en stock (hay más unidades en camino).', 'Otros formatos: ', ', ']",29.0,4,183,Spain
"Power Pivot and Power BI: The Excel User's Guide to DAX, Power Query, Power BI & Power Pivot in Excel 2010-2016  ","['Edición en Inglés', 'de ', ' y ', '922', 'Ofertas destacadas no disponibles', 'Otro formato: ']",34.09921532491965,4,341,Spain
Python: 3 books in 1 : Python basics for Beginners + Python Automation Techniques And Web Scraping + Python For Data Science And Machine Learning (English Edition)  ,"['Edición en Inglés', 'de ', '12', 'Otros formatos: ', ', ']",0.0,4,23,Spain
"Practical Data Science with Jupyter: Explore Data Cleaning, Pre-processing, Data Wrangling, Feature Engineering and Machine Learning using Python and Jupyter (English Edition)  ","['Edición en Inglés', 'de ', 'PRATEEK GUPTA', '18', 'Más opciones de compra', 'Otro formato: ']",29.0,4,343,Spain
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R  ,"['Edición en Inglés', 'de ', '71', 'Más opciones de compra', 'Otro formato: ']",37.0,1,71,Spain
Invisible Women: the Sunday Times number one bestseller exposing the gender bias women face every day (English Edition)  ,"['Edición en Inglés', 'de ', '10.847', 'PVP ed. digital: ', 'Otros formatos: ', ', ', ', ']",9.0,3,349,Spain
Graph Machine Learning: Take graph data to the next level by applying machine learning techniques and algorithms  ,"['Edición en Inglés', 'de ', ', ', 'Aldo Marzullo', ', et ál.', '59', 'Más opciones de compra', 'Otro formato: ']",39.0,1,303,Spain
Human-Centered Data Science: An Introduction (English Edition)  ,"['Edición en Inglés', 'de ', ', ', 'Shion Guha', ', et ál.', '5', 'PVP ed. digital: ', 'Otro formato: ']",21.0,3,397,Spain
Python For Data Science: 3 Books in 1 - The Ultimate Beginners’ Guide & a Comprehensive Guide of Tips and Tricks & Advanced and Effective Strategies of ... Data Science Theories (English Edition)  ,"['Edición en Inglés', 'de ', '4', 'Otro formato: ']",0.0,2,432,Spain
Covid By Numbers: Making Sense of the Pandemic with Data (Pelican Books)  ,"['Edición en Inglés', 'de ', ' y ', 'Anthony Masters', '154', 'Más opciones de compra', 'Otros formatos: ', ', ']",10.0,5,122,Spain
"Automate the Boring Stuff with Python, 3rd Edition (English Edition)  ","['Edición en Inglés', 'de ', 'PVP ed. digital: ', 'Otro formato: ']",22.0,1,44,Spain
Data Science for Beginners: Comprehensive Guide to Most Important Basics in Data Science (Data Science and Analysis) (English Edition)  ,"['Edición en Inglés', 'de ', '35', 'Otro formato: ']",0.0,3,180,Spain
"Mastering Microsoft Power BI: Expert techniques to create interactive insights for effective data analytics and business intelligence, 2nd Edition  ","['Edición en Inglés', 'de ', ', ', ', et ál.', '46', 'Más opciones de compra', 'Otro formato: ']",39.0,3,29,Spain
The Statistical Analysis of Experimental Data (Dover Books on MaTHEMA 1.4tics)  ,"['Edición en Inglés', 'de ', 'Jeremy Kilpatrick', ' y ', '54', 'Sólo queda(n) 1 en stock (hay más unidades en camino).', 'Más opciones de compra', 'Otros formatos: ', ', ']",19.0,1,420,Spain
Data Science (English Edition)  ,"['Edición en Inglés', 'de ', ' y ', 'Y Abrar Ahmed']",0.0,1,109,Spain
"Data Structures and Algorithm Analysis in C++, Third Edition (Dover Books on Computer Science)  ","['Edición en Inglés', 'de ', 'Clifford Shaffer', '43', 'Sólo queda(n) 2 en stock (hay más unidades en camino).', 'Otro formato: ']",27.0,1,57,Spain
"Python for Data Science: 2 Books in 1: The Ultimate Step-By-Step Amateur's Exercise to Master Data Science, Machine Learning, and Analysis by Using Python. (Part 1 and 2)  ","['Edición en Inglés', 'de ', 'Freddie Slater', '1', 'PVPR: ', 'Sólo queda(n) 5 en stock.', 'Más opciones de compra', 'Otro formato: ']",5.0,3,383,Spain
10 Machine Learning Blueprints You Should Know for Cybersecurity: Protect your systems and boost your defenses with cutting-edge AI techniques  ,"['Edición en Inglés', 'de ', '1', 'Otro formato: ']",37.0,1,168,Spain
"Mastering Data Science and Analytics: From Theory to Practice"" (English Edition)  ","['Edición en Inglés', 'de ', 'Chris Toby', 'Otro formato: ']",0.0,4,400,Spain
Dating Data: Science based guide to attract women  ,"['Edición en Inglés', 'de ', 'Valentin Volovelsky', ' y ', 'Serhii Kovhan', 'Otros formatos: ', ', ']",18.0,3,243,Spain
"Big Data: A Revolution That Will Transform How We Live, Work, and Think  ","['Edición en Inglés', 'de ', 'Mayer-Schonberger Viktor Mayer-Schonberger', ' y ', 'Cukier Kenneth Cukier', '1.324', 'PVPR: ', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",16.0,3,88,Spain
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)  ","['Edición en Inglés', 'de ', '21.226', 'Otro formato: ']",18.0,1,407,Spain
Basketball Data Science: With Applications in R (Chapman & Hall/CRC Data Science Series)  ,"['Edición en Inglés', 'de ', ' y ', 'Marica Manisera', '23', 'Sólo queda(n) 2 en stock (hay más unidades en camino).', 'Más opciones de compra', 'Otros formatos: ', ', ']",58.0,4,109,Spain
Data Science with Python: The Ultimate Step-by-Step Guide for Beginners to Learn Python for Data Science (English Edition)  ,"['Edición en Inglés', 'de ', '3', 'Otros formatos: ', ', ']",0.0,2,315,Spain
The Art of Data Science  ,"['Edición en Inglés', 'de ', 'Roger Peng', ' y ', 'Elizabeth Matsui', '53', 'Más opciones de compra']",20.0,5,368,Spain
The Age of Surveillance Capitalism. The Fight for a Human Future at the New Frontier of Power: The Fight for a Human Future at the New Frontier of Power: Barack Obama's Books of 2019  ,"['Edición en Inglés', 'de ', '1.005', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",16.0,5,225,Spain
"Modern Data Architectures with Python: A practical guide to building and deploying data pipelines, data warehouses, and data lakes with Python  ","['Edición en Inglés', 'de ', 'Otro formato: ']",37.0,5,485,Spain
"Building Statistical Models in Python: Develop useful models for regression, classification, time series, and survival analysis  ","['Edición en Inglés', 'de ', ', ', 'Paul N Adams', ', et ál.', '2', 'Otro formato: ']",37.0,3,498,Spain
"Data Science for Beginners: 2 books in 1: Deep Learning for Beginners + Machine Learning with Python - A Crash Course to Go Through the Artificial Intelligence Revolution, Python and Neural Networks  ","['Edición en Inglés', 'de ', '7', 'PVPR: ', 'Sólo queda(n) 3 en stock.', 'Otro formato: ']",15.0,3,327,Spain
Data Management at Scale: Modern Data Architecture with Data Mesh and Data Fabric  ,"['Edición en Inglés', 'de ', '13', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",53.0,5,152,Spain
The Kaggle Book: Data analysis and machine learning for competitive data science  ,"['Edición en Inglés', 'de ', ', ', ', et ál.', '117', 'Otro formato: ']",44.0,4,425,Spain
"A Common-Sense Guide to Data Structures and Algorithms, 2e: Level Up Your Core Programming Skills  ","['Edición en Inglés', 'de ', '672', 'Más opciones de compra', 'Otro formato: ']",35.0,3,57,Spain
PYTHON PANDAS AND PYTHON SCIKIT FOR BEGINNERS: A STEP-BY-STEP GUIDE TO DATA ANALYSIS AND VISUALIZATION AND DATA SCIENCE MASTERY - 2 BOOKS IN 1 (English Edition)  ,"['Edición en Inglés', 'de ', 'JP PARKER']",0.0,1,198,Spain
Game Data Science  ,"['Edición en Inglés', 'de ', ', ', 'Truong-Huy D. Nguyen', ', et ál.', '7', 'Sólo queda(n) 5 en stock (hay más unidades en camino).', 'Otros formatos: ', ', ']",52.0,4,90,Spain
The Maudsley Prescribing Guidelines in Psychiatry (The Maudsley Prescribing Guidelines Series)  ,"['Edición en Inglés', 'de ', 'David M. Taylor', ', ', 'Thomas R. E. Barnes', ', et ál.', '301', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",70.0,1,43,Spain
Supernatural: John Winchester Hardcover Ruled Journal (Science Fiction Fantasy)  ,"['50', 'Más opciones de compra']",14.0,3,392,Spain
Guerrilla Data Analysis Using Microsoft Excel: Conquering Crap Data and Excel Skirmishes  ,"['Edición en Inglés', 'de ', 'Oz du Soleil', ' y ', 'Bill Jelen', '12', 'PVPR: ', 'Otro formato: ']",32.0,3,25,Spain
Data Science Strategy For Dummies  ,"['Edición en Inglés', 'de ', 'Jgare', '49', 'Más opciones de compra', 'Otro formato: ']",26.0,5,483,Spain
AI's Impact on Big Data Analysis (Advanced Sci-Tech Books) (English Edition)  ,"['Edición en Inglés', 'de ', 'Otro formato: ']",0.0,1,258,Spain
Python for Data Science For Dummies (English Edition)  ,"['Edición en Inglés', 'de ', 'John Paul Mueller', ' y ', 'PVP ed. digital: ', 'Otro formato: ']",21.0,2,120,Spain
Malware Data Science: Attack Detection and Attribution (English Edition)  ,"['Edición en Inglés', 'de ', ' y ', 'Hillary Sanders', '98', 'PVP ed. digital: ', 'Otro formato: ']",25.0,2,26,Spain
"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools  ","['Edición en Inglés', 'de ', '18', 'Otro formato: ']",32.0,4,433,Spain
DATA SCIENCE NOTEBOOK: Blank Lined Notebook  ,"['Edición en Inglés', 'de ', 'Bamboo Umbrella Books']",6.0,5,412,Spain
PRIVACY IS POWER: Why and How You Should Take Back Control of Your Data  ,"['Edición en Inglés', 'de ', 'Carissa Veliz', '334', 'Más opciones de compra', 'Otros formatos: ', ', ']",13.0,5,13,Spain
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems (English Edition)  ","['Edición en Inglés', 'de ', '4.263', 'PVP ed. digital: ', 'Otros formatos: ', ', ']",22.0,4,74,Spain
Data Science Programming All-In-One For Dummies  ,"['Edición en Inglés', 'de ', 'Mueller', '44', 'PVPR: ', 'Más opciones de compra', 'Otro formato: ']",34.0,1,226,Spain
Data Science: 2 Books – Data Analytics For Beginners And Markov Models  ,"['Edición en Inglés', 'de ', '4', 'Otro formato: ']",9.0,4,410,Spain
Algorithms and Data Structures (Computer science Fundamentals) (English Edition)  ,"['Edición en Inglés', 'de ']",0.0,4,87,Spain
Data Smart: Using Data Science to Transform Information into Insight  ,"['Edición en Inglés', 'de ', '394', 'Más opciones de compra', 'Otro formato: ']",38.0,4,59,Spain
Doing Data Science  ,"['Edición en Inglés', 'de ', ' y ', 'Cathy O?neil', '195', 'Más opciones de compra', 'Otro formato: ']",41.0,3,72,Spain
Theory of Wing Sections: Including a Summary of Airfoil Data (Dover Books on Aeronautical Engineering)  ,"['Edición en Inglés', 'de ', 'Ira H. Abbott', '202', 'Más opciones de compra', 'Otro formato: ']",20.0,5,368,Spain
"Data Science for Marketing Analytics: A practical guide to forming a killer marketing strategy through data analysis with Python, 2nd Edition  ","['Edición en Inglés', 'de ', ', ', ', et ál.', '19', 'Otro formato: ']",28.0,2,58,Spain
Algoritmos iluminados (Cuarta parte): Algoritmos para problemas NP-complejos: 4  ,"['de ', 'Tim Roughgarden', ' y ', 'Más opciones de compra', 'Otro formato: ']",17.0,4,402,Spain
The Data Detective: Ten Easy Rules to Make Sense of Statistics  ,"['Edición en Inglés', 'de ', '695', 'Otro formato: ']",17.0,2,179,Spain
"A City Is Not a Computer: Other Urban Intelligences: 2 (Places Books, 2)  ","['Edición en Inglés', 'de ', 'Shannon Mattern', '28', 'Sólo queda(n) 5 en stock (hay más unidades en camino).', 'Otro formato: ']",16.0,4,413,Spain
Python: 3 books in 1 : Python basics for Beginners + Python Automation Techniques And Web Scraping + Python For Data Science And Machine Learning (English Edition)  ,"['Edición en Inglés', 'de ', '12', 'Otros formatos: ', ', ']",0.0,1,251,Spain
Data Analysis for Social Science: A Friendly and Practical Introduction  ,"['Edición en Inglés', 'de ', ' y ', 'Kosuke Imai', '19', 'Más opciones de compra', 'Otros formatos: ', ', ']",41.0,5,447,Spain
"LaTeX Graphics with TikZ: A practitioner's guide to drawing 2D and 3D images, diagrams, charts, and plots  ","['Edición en Inglés', 'de ', '13', 'Otro formato: ']",33.0,4,359,Spain
"Data Science Without Makeup: A Guidebook for End-Users, Analysts, and Managers  ","['Edición en Inglés', 'de ', '5', 'Sólo queda(n) 1 en stock (hay más unidades en camino).', 'Otros formatos: ', ', ']",29.0,1,146,Spain
Supercharge Power BI: Power BI is Better When You Learn To Write DAX  ,"['Edición en Inglés', 'de ', '98', 'Ofertas destacadas no disponibles', 'Otro formato: ']",87.58673468726536,3,181,Spain
AI Ethics (The MIT Press Essential Knowledge series)  ,"['Edición en Inglés', 'de ', '160', 'Otros formatos: ', ', ']",15.0,3,116,Spain
"Good Omens: the nice and accurate prophecies of Agnes Nutter, witch  ","['Edición en Inglés', 'de ', 'Gaiman Neil', '33.327', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ', ', ', ', ']",12.0,1,169,Spain
"Discriminating Data: Correlation, Neighborhoods, and the New Politics of Recognition  ","['Edición en Inglés', 'de ', ' y ', 'Alex Barnett', '8', 'Ofertas destacadas no disponibles', 'Otros formatos: ', ', ']",50.575541731905496,2,94,Spain
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)  ","['Edición en Inglés', 'de ', '63', 'Otro formato: ']",23.0,4,496,Spain
Data Visualization: A Practical Introduction  ,"['Edición en Inglés', 'de ', '198', 'Más opciones de compra', 'Otros formatos: ', ', ']",42.0,4,165,Spain
Hidden Half: The Unseen Forces That Influence Everything  ,"['Edición en Inglés', 'de ', '132', 'PVPR: ', 'Más opciones de compra', 'Otros formatos: ', ', ', ', ']",13.0,5,158,Spain
"Python for Finance Cookbook: Over 80 powerful recipes for effective financial data analysis, 2nd Edition  ","['Edición en Inglés', 'de ', '15', 'Otro formato: ']",37.0,2,278,Spain
